"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","score"
"ARRB1",0,1.0348188074847,0.261,0.112,0,"Macrophages","ARRB1",0.270087708753506
"TTC7A",0,1.04056644633186,0.301,0.152,0,"Macrophages","TTC7A",0.31321050034589
"TTC7B",0,1.61881736537776,0.209,0.06,0,"Macrophages","TTC7B",0.338332829363951
"ADPGK",0,1.51364311807603,0.218,0.069,0,"Macrophages","ADPGK",0.329974199740575
"ATP6V1H",0,1.17033252002682,0.263,0.115,0,"Macrophages","ATP6V1H",0.307797452767055
"SNX6",0,1.20381930210329,0.258,0.11,0,"Macrophages","SNX6",0.310585379942649
"APOC1",0,7.01437162437304,0.149,0.001,0,"Macrophages","APOC1",1.04514137203158
"ALDH2",0,1.74593035846924,0.222,0.075,0,"Macrophages","ALDH2",0.387596539580171
"CXCL16",0,4.11550283053378,0.157,0.01,0,"Macrophages","CXCL16",0.646133944393803
"PLEKHB2",0,1.80464395197649,0.201,0.055,0,"Macrophages","PLEKHB2",0.362733434347274
"PLXND1",0,1.8249017571497,0.197,0.051,0,"Macrophages","PLXND1",0.359505646158491
"HLA-A",0,1.43645110722114,0.246,0.1,0,"Macrophages","HLA-A",0.3533669723764
"SEMA3C",0,1.38085450671301,0.24,0.094,0,"Macrophages","SEMA3C",0.331405081611122
"SLC49A4",0,2.03619814296492,0.197,0.052,0,"Macrophages","SLC49A4",0.40113103416409
"ANXA5",0,1.38852664701859,0.229,0.084,0,"Macrophages","ANXA5",0.317972602167256
"BCAT1",0,1.68096213040757,0.229,0.084,0,"Macrophages","BCAT1",0.384940327863334
"PLD3",0,1.76460212105516,0.225,0.08,0,"Macrophages","PLD3",0.397035477237411
"PCOLCE2",0,4.80978997470047,0.149,0.004,0,"Macrophages","PCOLCE2",0.71665870623037
"ADGRE5",0,1.08142986421587,0.236,0.091,0,"Macrophages","ADGRE5",0.255217447954945
"PDXK",0,1.16930125446781,0.264,0.12,0,"Macrophages","PDXK",0.308695531179502
"LAMP2",0,1.74019610298934,0.215,0.071,0,"Macrophages","LAMP2",0.374142162142709
"PNPLA6",0,2.30808571989751,0.174,0.03,0,"Macrophages","PNPLA6",0.401606915262167
"SLC7A7",0,2.93436449770541,0.158,0.015,0,"Macrophages","SLC7A7",0.463629590637454
"AGPS",0,1.18850167593853,0.241,0.098,0,"Macrophages","AGPS",0.286428903901185
"ADAMTSL4",0,2.96037810879477,0.159,0.017,0,"Macrophages","ADAMTSL4",0.470700119298368
"ARSB",0,1.78201670608602,0.186,0.044,0,"Macrophages","ARSB",0.331455107332
"ME2",0,1.64241663740604,0.203,0.061,0,"Macrophages","ME2",0.333410577393425
"DNAJC5",0,1.01923751035413,0.265,0.123,0,"Macrophages","DNAJC5",0.270097940243844
"OSBPL11",0,1.82695172363203,0.192,0.051,0,"Macrophages","OSBPL11",0.35077473093735
"PARVG",0,2.35397381691575,0.16,0.019,0,"Macrophages","PARVG",0.376635810706521
"HLA-DQA1",0,3.51247910945599,0.151,0.01,0,"Macrophages","HLA-DQA1",0.530384345527854
"CYB5R4",0,1.39308476183221,0.208,0.067,0,"Macrophages","CYB5R4",0.2897616304611
"DYSF",0,1.87156137336271,0.177,0.037,0,"Macrophages","DYSF",0.331266363085199
"PGD",0,2.80039721804825,0.161,0.022,0,"Macrophages","PGD",0.450863952105768
"REL",0,1.02338082589663,0.245,0.106,0,"Macrophages","REL",0.250728302344674
"ENG",0,1.23008741815216,0.2,0.061,0,"Macrophages","ENG",0.246017483630431
"MPP1",0,3.47444220046524,0.148,0.009,0,"Macrophages","MPP1",0.514217445668856
"IL18",0,1.99607904729146,0.189,0.051,0,"Macrophages","IL18",0.377258939938086
"ITGB2",0,2.30342696883114,0.159,0.021,0,"Macrophages","ITGB2",0.366244888044152
"NABP1",0,2.01275413246997,0.176,0.038,0,"Macrophages","NABP1",0.354244727314714
"MCF2L2",0,1.71980559865536,0.206,0.068,0,"Macrophages","MCF2L2",0.354279953323005
"HNMT",0,1.91972271099093,0.189,0.052,0,"Macrophages","HNMT",0.362827592377286
"CACUL1",0,1.06273611586334,0.268,0.131,0,"Macrophages","CACUL1",0.284813279051376
"HLA-DRB5",0,3.6707727749404,0.147,0.01,0,"Macrophages","HLA-DRB5",0.539603597916238
"RTN3",0,1.22821638372468,0.235,0.098,0,"Macrophages","RTN3",0.288630850175301
"EHBP1L1",0,1.27535744906853,0.204,0.067,0,"Macrophages","EHBP1L1",0.260172919609981
"ITM2B",0,1.18361867927253,0.228,0.092,0,"Macrophages","ITM2B",0.269865058874136
"RTN1",0,3.25497189839126,0.149,0.013,0,"Macrophages","RTN1",0.484990812860298
"HEATR5B",0,1.1726083708075,0.239,0.104,0,"Macrophages","HEATR5B",0.280253400622993
"NRP2",0,1.31716099117096,0.221,0.086,0,"Macrophages","NRP2",0.291092579048782
"ACTB",0,1.17531295855049,0.231,0.096,0,"Macrophages","ACTB",0.271497293425163
"ADCY7",0,1.14901187777711,0.197,0.062,0,"Macrophages","ADCY7",0.226355339922091
"CYFIP1",0,1.21354444653713,0.238,0.104,0,"Macrophages","CYFIP1",0.288823578275836
"IL13RA1",0,1.80792895933853,0.197,0.063,0,"Macrophages","IL13RA1",0.35616200498969
"PILRA",0,3.28917112965309,0.144,0.01,0,"Macrophages","PILRA",0.473640642670044
"TPP1",0,3.50878897731113,0.145,0.011,0,"Macrophages","TPP1",0.508774401710114
"MCOLN1",0,3.45254649715668,0.145,0.011,0,"Macrophages","MCOLN1",0.500619242087719
"ARHGAP30",0,1.05532355539761,0.188,0.055,0,"Macrophages","ARHGAP30",0.19840082841475
"STAT1",0,1.1989166055974,0.255,0.122,0,"Macrophages","STAT1",0.305723734427336
"CLN8",0,2.19893641290584,0.167,0.034,0,"Macrophages","CLN8",0.367222380955276
"TNFSF13B",0,2.16028174618778,0.172,0.039,0,"Macrophages","TNFSF13B",0.371568460344298
"TGOLN2",0,1.14855037378134,0.212,0.08,0,"Macrophages","TGOLN2",0.243492679241644
"CD81",0,2.09422519352843,0.179,0.047,0,"Macrophages","CD81",0.374866309641588
"CLMN",0,1.26942932036466,0.215,0.083,0,"Macrophages","CLMN",0.272927303878403
"LPCAT2",0,2.23279764355992,0.161,0.029,0,"Macrophages","LPCAT2",0.359480420613147
"GK-AS1",0,2.90276812601172,0.152,0.02,0,"Macrophages","GK-AS1",0.441220755153782
"NHSL1",0,1.04582966653785,0.295,0.163,0,"Macrophages","NHSL1",0.308519751628665
"PTAFR",0,4.36961928530953,0.136,0.005,0,"Macrophages","PTAFR",0.594268222802097
"OGFRL1",0,2.32013606230152,0.161,0.03,0,"Macrophages","OGFRL1",0.373541906030545
"RALA",0,1.30379827857343,0.225,0.094,0,"Macrophages","RALA",0.293354612679021
"CNTLN",0,1.14074056490325,0.23,0.099,0,"Macrophages","CNTLN",0.262370329927747
"TRIM14",0,1.35529893239065,0.184,0.053,0,"Macrophages","TRIM14",0.24937500355988
"STARD13",0,1.092457006532,0.328,0.197,0,"Macrophages","STARD13",0.358325898142497
"SGK1",0,1.68333311300764,0.173,0.042,0,"Macrophages","SGK1",0.291216628550322
"MS4A4E",0,4.83777446855784,0.134,0.004,0,"Macrophages","MS4A4E",0.648261778786751
"KCTD12",0,2.58962886617052,0.153,0.023,0,"Macrophages","KCTD12",0.39621321652409
"PLEKHM2",0,1.27624099157936,0.213,0.084,0,"Macrophages","PLEKHM2",0.271839331206404
"ATP6V1A",0,1.23439696224595,0.219,0.09,0,"Macrophages","ATP6V1A",0.270332934731863
"ST8SIA4",0,1.16889857510419,0.217,0.088,0,"Macrophages","ST8SIA4",0.253650990797608
"CPPED1",0,2.28931494491129,0.148,0.019,0,"Macrophages","CPPED1",0.338818611846871
"IRF8",0,2.30261809174992,0.145,0.016,0,"Macrophages","IRF8",0.333879623303738
"PDE4DIP",0,1.32586629827184,0.211,0.083,0,"Macrophages","PDE4DIP",0.279757788935358
"IL1RAP",0,1.89850368799471,0.185,0.057,0,"Macrophages","IL1RAP",0.351223182279022
"C6orf62",0,1.13436750788711,0.226,0.098,0,"Macrophages","C6orf62",0.256367056782486
"M6PR",0,1.9264780830249,0.163,0.035,0,"Macrophages","M6PR",0.314015927533059
"SLC16A3",0,1.75089386612182,0.176,0.048,0,"Macrophages","SLC16A3",0.308157320437439
"KIAA0930",0,2.92932775874745,0.146,0.018,0,"Macrophages","KIAA0930",0.427681852777128
"LRRC8D",0,1.2874392178165,0.192,0.065,0,"Macrophages","LRRC8D",0.247188329820768
"SLC36A1",0,2.48521366859148,0.154,0.027,0,"Macrophages","SLC36A1",0.382722904963087
"INSYN2B",0,1.18230822401455,0.174,0.047,0,"Macrophages","INSYN2B",0.205721630978532
"ATP6V1C1",0,1.51481833882851,0.198,0.071,0,"Macrophages","ATP6V1C1",0.299934031088045
"SLC31A1",0,2.45142091510465,0.156,0.029,0,"Macrophages","SLC31A1",0.382421662756325
"SORT1",0,1.11250341754508,0.23,0.104,0,"Macrophages","SORT1",0.255875786035369
"S100A11",0,2.42832406977218,0.154,0.028,0,"Macrophages","S100A11",0.373961906744916
"PARP12",0,1.24268371530356,0.193,0.067,0,"Macrophages","PARP12",0.239837957053586
"P2RX4",0,1.894919768328,0.166,0.04,0,"Macrophages","P2RX4",0.314556681542448
"IRS2",0,1.5778894295428,0.187,0.061,0,"Macrophages","IRS2",0.295065323324504
"TBC1D16",0,2.06494559318233,0.178,0.052,0,"Macrophages","TBC1D16",0.367560315586455
"NUCB1",0,1.84499831922841,0.174,0.048,0,"Macrophages","NUCB1",0.321029707545744
"STX6",0,1.64585316376276,0.177,0.052,0,"Macrophages","STX6",0.291316009986008
"CD163L1",0,5.7190870845277,0.128,0.003,0,"Macrophages","CD163L1",0.732043146819545
"ATP6V0D1",0,2.10901313375131,0.159,0.034,0,"Macrophages","ATP6V0D1",0.335333088266459
"SCPEP1",0,2.31570935493698,0.158,0.033,0,"Macrophages","SCPEP1",0.365882078080042
"PRAM1",0,3.28097640030676,0.133,0.008,0,"Macrophages","PRAM1",0.436369861240799
"SLC23A2",0,1.1443829162278,0.214,0.089,0,"Macrophages","SLC23A2",0.24489794407275
"GAB3",0,1.42139937122667,0.165,0.04,0,"Macrophages","GAB3",0.234530896252401
"ST3GAL6",0,1.45808897683008,0.187,0.063,0,"Macrophages","ST3GAL6",0.272662638667224
"SNX24",0,1.24412348620527,0.225,0.101,0,"Macrophages","SNX24",0.279927784396185
"SIRPB2",0,4.2373972571635,0.128,0.004,0,"Macrophages","SIRPB2",0.542386848916928
"CREG1",0,4.09188077075401,0.13,0.007,0,"Macrophages","CREG1",0.531944500198021
"MB21D2",0,1.80741891385254,0.177,0.054,0,"Macrophages","MB21D2",0.3199131477519
"TMLHE-AS1",0,1.33489172199408,0.187,0.064,0,"Macrophages","TMLHE-AS1",0.249624752012892
"HLA-DMA",0,3.27481202923358,0.136,0.014,0,"Macrophages","HLA-DMA",0.445374435975767
"ATP6AP1",0,3.28466859532921,0.136,0.014,0,"Macrophages","ATP6AP1",0.446714928964772
"TCF7L2",0,1.20453055730489,0.347,0.225,0,"Macrophages","TCF7L2",0.417972103384798
"RHBDF2",0,1.58079286627732,0.167,0.046,0,"Macrophages","RHBDF2",0.263992408668313
"CAPG",0,3.97316232310166,0.128,0.007,0,"Macrophages","CAPG",0.508564777357012
"SPP1",0,5.02297579728901,0.127,0.006,0,"Macrophages","SPP1",0.637917926255704
"MTSS1",0,1.02752592372254,0.272,0.152,0,"Macrophages","MTSS1",0.27948705125253
"ATP6V0B",0,3.08505701306544,0.136,0.016,0,"Macrophages","ATP6V0B",0.4195677537769
"MXD1",0,1.39794897743025,0.178,0.058,0,"Macrophages","MXD1",0.248834917982585
"NR1H3",0,4.13157695492253,0.127,0.007,0,"Macrophages","NR1H3",0.524710273275162
"PPT1",0,3.22166284195009,0.132,0.013,0,"Macrophages","PPT1",0.425259495137412
"DISP1",0,1.37037695243162,0.191,0.072,0,"Macrophages","DISP1",0.261741997914439
"ATG16L2",0,1.52718873072514,0.168,0.049,0,"Macrophages","ATG16L2",0.256567706761823
"PHC2",0,1.29024158310659,0.213,0.094,0,"Macrophages","PHC2",0.274821457201704
"H3F3A",0,1.24867560797262,0.185,0.066,0,"Macrophages","H3F3A",0.231004987474934
"NFAM1",0,4.2010989288783,0.124,0.005,0,"Macrophages","NFAM1",0.52093626718091
"GAA",0,3.3428737996345,0.13,0.012,0,"Macrophages","GAA",0.434573593952485
"NEK6",0,1.24244141296075,0.205,0.087,0,"Macrophages","NEK6",0.254700489656955
"MAF",0,1.20104752804476,0.187,0.069,0,"Macrophages","MAF",0.224595887744371
"ADA2",0,2.09308024207041,0.139,0.022,0,"Macrophages","ADA2",0.290938153647787
"PLEK",0,2.33541030792391,0.134,0.017,0,"Macrophages","PLEK",0.312944981261804
"LPL",0,3.22717914389458,0.136,0.019,0,"Macrophages","LPL",0.438896363569663
"RIPK2",0,1.55071273514212,0.172,0.055,0,"Macrophages","RIPK2",0.266722590444445
"SLC8B1",0,1.88930152047961,0.154,0.037,0,"Macrophages","SLC8B1",0.29095243415386
"BASP1",0,1.75559381411403,0.175,0.059,0,"Macrophages","BASP1",0.307228917469956
"CD164",0,1.4874685430338,0.176,0.06,0,"Macrophages","CD164",0.261794463573948
"IDH1",0,2.7034994172751,0.137,0.022,0,"Macrophages","IDH1",0.370379420166688
"TCIRG1",0,1.95529616792238,0.143,0.028,0,"Macrophages","TCIRG1",0.2796073520129
"MAN2B1",0,2.11323787989649,0.143,0.028,0,"Macrophages","MAN2B1",0.302193016825198
"FHAD1",0,1.83623174773188,0.138,0.024,0,"Macrophages","FHAD1",0.253399981186999
